연번,시도,시군구,법인명,시설명,시설 주소,전화번호,팩스번호,이용자 정원,이용자 현원,종사자 정원
548,경기,군포시,개인,산본장애인주간보호시설,"경기도 군포시 산본동 곡란로28, 1층",,0303-3447-2104,16,15,6
549,경기,군포시,솔복지재단,솔복지센터,"경기도 군포시 고산로 151번길 28, 404호",031-458-3004,031-458-3005,15,12,5
550,경기,군포시,사단법인)한국장애인부모회군포시지부,늘푸른주간보호센터,경기도 군포시 산본로 394(대림프라자 603호),031-393-3833,031-393-3855,15,12,5
551,경기,군포시,사랑의손길,가온누리주간보호센터,"경기도 군포시 군포로444 4층(당동,서일빌딩)",031-398-0124,031-398-0128,16,15,6
552,경기,오산시,사단법인 오산예일,오산남부장애인주간보호센터,경기도 오산시 오산로 132번길 28-5,031-376-6207,031-376-6206,18,17,5
553,경기,오산시,세교복지재단,오산시세교장애인주간보호센터,경기도 오산시 수청로 192,031-290-8590,031-290-8599,15,13,4
554,경기,양주시,휴먼복지회,양주시장애인종합복지관 부설 주간보호시설,경기도 양주시 고삼로 43번길 29,031-928-4090,031-928-4140,12,12,5
555,경기,양주시,휴먼복지회,양주시장애인주간보호시설,경기도 양주시 백석읍 양주산성로 865-17,031-875-0501,031-875-0502,10,8,5
556,경기,양주시,행복한세상 복지재단,행복한주간보호센터,경기도 양주시 백석읍 부흥로 397번길 21,031-877-3334,031-837-7174,15,14,8
557,경기,이천시,사회복지법인 승가원,이천시장애인종합복지관 부설 주간보호센터,"경기도 이천시 신둔면 석동로3, 별관 1층",031-8011-2067,031-8011-2065,12,10,6
558,경기,이천시,더플러스에이블사회적협동조합,이천시장애인주간보호시설 효양동산,경기도 이천시 부발읍 죽당로 36,031-633-8874,031-633-8875,30,13,8
559,경기,이천시,사회복지법인 엘리엘동산,엘리엘동산 주간보호센터,경기도 이천시 마장면 이장로 256,031-8011-2114,031-8011-2346,20,20,8
560,경기,구리시,사회복지법인 휴먼복지회,밝은누리터,경기도 구리시 벌말로129번길 50,031-562-3011,031-562-3016,13,16,5
561,경기,구리시,사회복지법인 휴먼복지회,좋은누리터,경기도 구리시 이문안로 86-1,031-562-0068,031-562-0078,12,13,5
562,경기,안성시,한길복지재단,안성시장애인주간보호시설,"경기도 안성시 삼거리길 29, 1층 104호 (가사동)",031-672-6193,031-673-6194,24,23,8
563,경기,안성시,고앤두,서운장애인주간보호센터,경기도 안성시 서운면 서운로 277-3 ,031-8057-2156,031-8057-2157,20,25,7
564,경기,의왕시,사회복지법인 고앤두,의왕시장애인주간보호시설,"경기도 의왕시 오전로 27, 2층(고천동)",031-451-3910,031-451-3913,30,25,11
565,경기,의왕시,사회복지법인 대한불교조계종 사회복지재단,청계장애인주간보호시설,"경기도 의왕시 덕장로 19, 2층(청계동)",031-422-6083,031-422-1223,30,17,11
566,경기,의왕시,사단법인 행복연대징검다리,징검다리장애인주간활동지원센터,"경기도 의왕시 부곡중앙남1길 29, 1층(삼동)",031-689-4526,031-689-4536,15,10,7
567,경기,포천시,임마누엘복지재단,곰두리두레마을,경기도 포천시 군내면 청성로 5,031-536-9545,031-536-9548,21,20,8
568,경기,포천시,우림복지재단,포천시 장애인주간보호센터,경기도 포천시 소흘읍 송우로132번길 54,031-543-0194,031-544-0195,20,16,8
569,경기,양평군,사회적협동조합 공정,양평군장애인주간보호센터,경기도 양평군 양동면 양동로 1829,031-774-2583,031-772-2584,10,5,4
570,경기,양평군,캠프힐마을,캠프힐배움터 누리,경기도 양평군 옥천면 원통이길 49-19,031-774-1345,031-774-1347,12,7,6
571,경기,양평군,대한불교조계종사회복지재단,양평군성인장애인주간보호센터,경기도 양평군 양평읍 중앙로111번길 36-1,031-773-9868,031-772-9093,28,27,8
572,경기,여주시,상생복지회,상생장애인주간보호센터,경기도 여주시 세종대왕면 중부대로2806-5,031-884-3310,031-884-3360,22,15,7
573,경기,여주시,대한불교조계종사회복지재단,여주시장애인복지관 부설 장애인주간보호센터,경기도 여주시 청심로 105,031-883-2165,031-883-2130,14,11,6
574,경기,여주시,오순절평화의마을,여주시장애인주간보호센터,경기도 여주시 점동면 가남로 1007-69,070-4166-9294,0502-989-9583,15,10,6
575,경기,동두천시,샘솟는기쁨복지재단,동두천시 장애인주간보호시설,경기도 동두천시 상패로 64,031-866-9600,031-696-6895,30,23,5
576,경기,과천시,푸르메재단,다누리센터,경기도 과천시 문원로 40,02-2185-8030,02-3418-3500,24,24,6
577,경기,과천시,하늘행복나눔재단,사랑의동산,경기도 과천시 희망4길 57,02-502-2353,02-502-2359,17,14,6
578,경기,가평군,재단법인 가평군복지재단,가평군장애인주간보호센터,"경기도 가평군 가평읍 석봉로 191번길 65-19, 3층",070-8146-0001,070-8150-9785,12,10,4
579,강원,춘천시,강원도지적발달장애인복지협회,하나린주간보호소,강원도 춘천시 외솔길 17,033-263-6683,033-263-6684,16,17,4
580,강원,춘천시,사회복지법인 기독교대한감리회 사회복지재단,새라새주간보호소,강원도 춘천시 사우로 27,033-255-2491,033-255-2494,16,13,4
581,강원,춘천시,사회복지법인 천주교춘천교구,어우리주간보호소,"강원도 춘천시 스무숲길 4-46, 2층",033-264-1086,033-264-1087,30,17,8
582,강원,춘천시,강원도지적발달장애인복지협회춘천시지부,도래샘주간보호소,강원도 춘천시 스포츠타운길 399번길 12(삼천동),033-255-6695,033-252-6694,30,28,11
583,강원,춘천시,그린케어복지사회적협동조합,그린교육원,강원도 춘천시 서면 수정1길 45,033-243-4599,033-243-4598,15,13,6
584,강원,원주시,사회복지법인 원주가톨릭사회복지회,천사장애인주간보호소,강원도 원주시 개륜1길 63,033-742-8119,033-744-8117,16,12,7
585,강원,원주시,사회복지법인 마가렛사회복지회,해맑은주간보호소,강원도 원주시 동부순환로 9-8,033-766-5996,033-766-5994,15,13,8
586,강원,원주시,사회복지법인 마가렛사회복지회,사랑뜰,강원도 원주시 치악로,033-766-1133,033-764-1132,20,13,8
587,강원,원주시,한국장애인부모회,꿈꾸는나무 주간보호센터,강원도 원주시 지니기길 11-24,033-766-1722,033-766-1788,20,15,8
588,강원,강릉시,한국교통장애인협회,미리내주간보호센터,강원 강릉시 사천면 방동길 6+8,033-643-1804,070-4659-7247,26,19,6
589,강원,강릉시,사회복지법인 더행복사회복지재단,더행복주간보호센터,"강원도 강릉시 범일로 558-20, 1층",033-644-9488,033-655-3593,10,11,4
590,강원,강릉시,사회복지법인 천주교춘천교구,나래교실,강원도 강릉시 경강로 2533번길 8-3,033-652-5041,033-652-5042,10,10,4
591,강원,동해시,사회복지법인 성지복지재단,동해시장애인주간보호소,강원도 동해시 한섬로 28-12(천곡동),033-533-5894,033-532-5894,20,17,9
592,강원,태백시,사회복지법인 홍이회,태백장애인종합복지관  부설 주간보호센터,강원도 태백시 금천길 179,033-582-7049,033-582-7047,20,15,4
593,강원,속초시,강원도지적발달장애인복지협회,속초시장애인복지센터,강원도 속초시 원암학사평길 62,033-635-6311,03-635-6312,12,11,4
594,강원,속초시,사회복지법인 대한불교조계종 신흥사복지재단,금강장애인복지센터,강원도 속초시 중도문길 4-19호,033-635-7365,033-635-7465,40,22,7
595,강원,삼척시,사회복지법인 원주가톨릭사회복지회,샘터 주간활동센터,강원도 삼척시 원당로2길 72-47,033-576-0039,033-572-3936,15,15,6
596,강원,영월군,강원도지적발달장애인복지협회,꿈&꿈,강원도 영월읍 내성길31번길44,033-372-8558,033-375-8668,30,21,8
597,강원,양양군,사회복지법인 사회복지법인정다운복지재단,양양군장애인주간보호센터,강원도 양양군 서면 구룡령로3080-14,033-672-2400,033-672-2401,15,15,5
598,충북,괴산군,한국지체장애인협회,괴산군장애인주간보호센터,괴산군 괴산읍 동진천길61,043-862-0862,043-832-0863,12,12,3
599,충북,단양군,대한불교 천태종복지재단,단양장애인주간보호센터,단양군 단양읍 별곡5길5,043-420-6300,043-420-6301,15,12,3
600,충북,영동군,추풍령장애인협회,미소장애인주간보호센터,영동군 추풍령면 신안로 448-2,043-745-5845,043-745-5846,12,12,4
601,충북,영동군,한국장애인부모회영동군지부,천사의 둥지,영동군 영동읍 구교2길 15,043-745-5662,043-745-1513,10,9,4
602,충북,옥천군,전석복지재단,옥천군장애인복지관주간보호센터,옥천군 옥천읍 삼양로 8길 10,043-733-2500,043-731-6513,14,14,4
603,충북,음성군,대한성공회유지재단,음성군장애인복지관주간보호센터,음성군 금왕읍 무극로309번길43-6,043-883-2900,043-883-2913,15,15,3
604,충북,제천시,한국지적발달장애인복지협회,큰나무주간활동센터,제천시 숭문로18길 9,043-653-5407,043-652-5407,25,25,8
605,충북,제천시,한걸음사회적협동조합,마중장애인주간보호센터,제천시 독순로9길 14-1,043-645-0401,043-642-0401,16,16,5
606,충북,제천시,대한불교조계종 사회복지재단,아나율 장애인주간보호센터,제천시 의림대로 242,043-652-0903,043-652-0904,20,21,5
607,충북,제천시,사회복지법인 다하,세하주간활동센터,제천시 탑안로 20,043-645-5472,043-642-5472,20,15,5
608,충북,증평군,증평복지재단,증평군장애인주간보호센터,증평군 증평읍 보건복지로 56-1,043-835-4804,043-835-4807,10,0,5
609,충북,진천군,한국지체장애인협회,진천군장애인주간보호시설,진천군 진천읍 문화6안길 14-14,043-534-7321,043-534-7329,20,16,6
610,충북,청주시,천주교청주교구사회복지회,혜원장애인종합복지관 장애인주간보호시설,청주시 서원구 남지로21번길 60,043-295-2505,070-7543-9757,31,31,14
611,충북,청주시,충북지적발달장애인복지협회,행복센터,"청주시 청원구 율천북로 81, 201호",043-254-7416,043-254-7417,20,12,7
612,충북,청주시,유스투게더,베다니주간센터 미소둥지,청주시 서원구 호국로26번길 16,043-266-7114,043-266-7115,33,27,12
613,충북,청주시,한국신장장애인협회,청주시신장장애인주간보호센터,청주시 청원구 새터로79번길 3-1,043-223-7112,043-223-7113,25,22,7
614,충북,청주시,한국장애인부모회,우리누리주간보호센터,청주시 서원구 쌍샘로 11-17,043-272-5262,043-273-5262,20,20,9
615,충북,청주시,한국농아인협회,청주시농아인주간보호센터,청주시 청원구 무심동로 692번길 226,043-216-1313,043-216-3003,12,12,5
616,충북,청주시,한국장애인부모회,온유주간보호센터,청주시 상당구 낭성면 산성로926,043-223-1215,043-283-1214,28,27,11
617,충북,청주시,사회복지개발회,청주시장애인주간보호센터,청주시 흥덕구 무심서로 845,043-271-5300,043-271-5301,20,20,12
618,충북,청주시,나누미장애인복지회,나누리장애인주간보호센터,청주시 상당구 목련로 213-18,043-291-7227,043-291-7228,18,12,5
619,충북,청주시,사회적협동조합 더 공생,더 공생 주간보호센터,청주시 서원구 복대로 13,043-908-0501,043-908-0501,12,6,5
620,충북,충주시,숭덕원,충주시장애인다사랑센터,충주시 사직로 142-5,043-846-3305,043-852-1231,20,18,5
621,충북,충주시,숭덕원,다모아주간보호센터,충주시 도장관주로 34-17,043-856-1108,043-856-1109,20,19,5
622,충북,충주시,한국장애인부모회 충주시지부,다누리주간보호센터,충주시 사직산21길 34,043-842-2134,043-842-2135,20,20,5
623,충남,계룡시,사회복지법인 수덕,계룡시장애인주간보호센터,충남 계룡시 엄사면 소라실길13 1층,042-840-7766,042-367-2382,10,7,3
624,충남,공주시,한국지체장애인협회 충남협회,해랑루리&푸른나래교실,충남 공주시 계룡면 영규대사로 747,041-856-7071,041-856-0270,16,15,5
625,충남,논산시,충남시각장애인연합회논산시지회,논산시장애인주간보호시설,충남 논산시 부적면 마구평길 22-1,041-736-2680,041-734-6334,15,15,4
626,충남,당진시,충남장애인부모회 당진지회,두드림장애인주간보호센터,"충남 당진시 남부로 16, 장애인회관 2층",041-354-3328,041-354-3328,15,12,5
627,충남,보령시,사회복지법인 보령학사,충청남도서부장애인종합복지관 주간보호시설,보령시 주교면 보령북로 404,041-934-7244,041-934-7242,15,15,3
628,충남,서산시,개인,서산장애인주간보호센터,충청남도 서산시 수석1길 50,041-669-6761,041-668-6761,12,9,5
629,충남,서천군,사랑의정원,사랑의정원,충청남도 서천군 판교면 대백제로 1958번길 39,041-951-4520,041-951-4530,10,11,3
630,충남,아산시,충남장애인부모회아산지회,아산시두리사랑주간보호센터,충남 아산시 선문로217-2 1층,041-547-3693,041-546-3692,12,9,5
631,충남,아산시,사단법인좋은복지,좋은복지주간보호센터,충남 아산시 배방읍 북수로 83-14,041-546-7110,041-546-7911,12,12,4
632,충남,아산시,한국지체장애인협회,아산시장애인복지관 주간보호시설,충청남도 아산시 곡교천로27번길 10,041-545-7727,041-545-7757,20,20,5
633,충남,예산군,예산군장애인연합회,예산군장애인종합복지관 부설 장애인주간보호센터 ,예산군 신암면 추사고택로 496,041-330-9091,041-334-6521,12,12,4
634,충남,천안시,대한성공회유지재단,천안시장애인종합복지관 부설 주간보호센터,천안시 서북구 두정고2길 51,041-551-0420,041-568-0420,30,29,10
635,충남,천안시,대한성공회유지재단,천안시누리별장애인종합복지관 부설 장애인주간보호센터,충청남도 천안시 동남구 천안대로 359,041-564-7942,041-564-5025,15,10,5
636,충남,천안시,사회복지법인 기독교대한감리회 사회복지재단,천안시종합사회복지관 부설 장애인주간보호센터,충남 천안시 동남구 천안대로 316(삼룡동),041-903-3617,041-903-3618,20,19,6
637,충남,천안시,사회복지법인 삼화복지재단,천안죽전주간보호센터,충남 천안시 동남구 정골1길 134,041-555-5446,041-558-5446,15,12,5
638,충남,천안시,충청남도장애인부모회 ,두리사랑주간보호센터,"충청남도 천안시 서북구 성정공원1길 9-4, 호원빌딩 306호",041-561-6282,041-561-6283,26,18,8
639,충남,천안시,아르크,천안시하모니주간보호센터,천안시 서북구 월봉로 48 나사렛대학교 지혜관 B11호,041-592-0907,041-592-0903,15,10,5
640,충남,천안시,한빛인,천안시휴브릿지주간보호센터,"충청남도 천안시 동남구 충절로 311, 201호 202호",041-579-8220,041-522-7984,30,25,10
641,충남,천안시,장애인평생학교 두런두런,두런두런주간보호센터,"충청남도 천안시 서북구 늘푸른3길 37, 2층(두정동, 홍은빌딩)",041-415-0877,070-7500-0313,15,10,5
642,전북,전주시,전라북도 장애인 부모회,전라북도장애인부모회부설주간보호센터,전라북도 전주시 완산구 백제대로 20-41 (평화동1가),063-224-6679,,15,12,4
643,전북,전주시,전라북도시각장애인연합회,전라북도시각장애인주간보호센터,"전라북도 전주시 덕진구 학산길 36-8, 3층 (팔복동2가)",063-282-4344,063-212-4345,15,13,4
644,전북,전주시,전주베다니,전주베다니주간보호센타,전라북도 전주시 완산구 능안자구길 134-11 (삼천동3가),063-223-2592,0303-0223-2592,20,15,6
645,전북,전주시,중도원,전주장애인종합복지관 주간보호센터,전라북도 전주시 완산구 백제대로 20-41 (평화동1가),063-229-0630,,15,13,3
646,전북,전주시,한국장애인부모회,꿈마을주간보호센터,"전라북도 전주시 완산구 덕적골2길 67-16, 1층 (평화동1가)",063-227-0644,063-227-0402,20,19,5
647,전북,전주시,한국장애인부모회,해찬나래주간보호센터,"전라북도 전주시 완산구 춘향로 5011-5, 1층 (색장동)",063-224-0644,,20,17,5
648,전북,전주시,전주시장애인부모회,정다운주간보호센터,전라북도 전주시 덕진구 기린대로 549 (덕진동2가),063-274-0095,070-4855-0096,18,18,5
649,전북,전주시,희망드림,희망드림주간보호센터,"전라북도 전주시 덕진구 송천중앙로 140, 2층 206호 (송천동1가)",063-904-8833,063-904-8832,10,11,3
650,전북,전주시,전라북도손수레자립생활협회,손수레주간보호센터,"전라북도 전주시 덕진구 들사평4길 8-6, 1층 (덕진동1가)",063-237-0082,063-237-0092,16,14,4
651,전북,전주시,전라북도중증장애인자립생활연대,새롬장애인주간보호센터,전라북도 전주시 덕진구 중상보로 34,063-246-1512,063-247-1512,10,10,3
652,전북,전주시,바른복지사무소,희망해장애인주간보호센터,"전라북도 전주시 완산구 안행7길 13, 1층 (효자동1가)",063-229-6625,063-229-6625,10,9,3
653,전북,전주시,해냄복지회,해냄장애인주간보호센터,"전라북도 전주시 덕진구 호성1길 33-10, 301호 (호성동1가)",063-223-8488,,13,13,5
654,전북,전주시,더나눔,더나눔주간보호센터,"전라북도 전주시 완산구 평화9길 12, 4층 (평화동2가)",063-903-8111,063-903-8114,18,14,4
655,전북,군산시,구세군복지재단,구세군군산목양원장애인주간보호시설,군산시 회현면 남군산로 332-45,063-466-6098,063-466-6028,25,14,4
656,전북,군산시,산돌,산돌장애인주간보호센터,전라북도 군산시 월명안길 1,063-462-4461,063-446-4461,15,12,3
657,전북,군산시,한국장애인부모회,희망나눔주간보호센터,전북 군산시 죽성로7 동일빌딩 3층,063-468-6032,063-468-6030,15,14,3
658,전북,군산시,전주가톨릭사회복지회,군산장애인종합복지관주간보호센터,전북 군산시 칠성안3길 37,063-466-7971,063-466-7983,12,11,3
659,전북,군산시,전라북도시각장애인연합회,군산시각장애인주간보호센터,군산시 소룡동 설림길 25,063-466-0666,063-466-0667,15,10,3
660,전북,익산시,사랑의손길 새소망,새소망 주간보호시설,전북 익산시 인북로 5길 8-1,063-852-1174,063-852-1176,25,19,5
661,전북,익산시,한국장애인부모회,한마음주간보호센터,전북 익산시 익산대로 30길 11-1,063-858-4858,063-857-4821,30,26,10
662,전북,익산시,장애인 사랑하는 모임,해바라기 주간보호센터,전북 익산시 서동로 29길 37-3,063-842-8819,063-831-8819,14,12,4
663,전북,익산시,익산시장애인부모회,푸른솔주간보호시설,전라북도 익산시 하왕길 98-5,063-833-3367,063-833-336,20,13,5
664,전북,정읍시, 지자체,장애인복지관부설주간보호센터,전라북도 정읍시 수성1로 58 ,063-539-6690,063-532-0600,18,18,4
665,전북,정읍시,정읍시장애인부모회,울림주간보호센터,전라북도 정읍시 상동중앙로 24-32,063-536-3009,063-536-3008,16,14,4
666,전북,정읍시,한국장애인부모회,푸른나래주간보호센터,전라북도 정읍시 수성1로 51,063-532-2220,063-532-2221,16,15,4
667,전북,남원시,한기장복지재단,남원시장애인주간보호센터,"남원시 이백면 닭뫼안길 87, 3층",063-635-1544,063-635-1546,20,12,3
668,전북,남원시,사회복지법인 햇빛,우리집,전북 남원시 이백면 초촌길 75-11,063-626-6209,063-636-6201,20,20,5
669,전북,남원시,사회복지법인 햇빛,사랑과행복이가득한우리집,전북 남원시 이백면 초촌길 75-9,063-636-6204,063-636-6201,24,21,5
670,전북,김제시,김제제일복지재단,김제시장애인종합복지관 주간보호센터,전라북도 김제시 갈공길 28,063-542-9503,070-4832-6300,25,23,7
671,전북,완주군,나누는사람들,완주군장애인복지관 주간보호센터,전북 완주군 봉동읍 낙평장기로 22,070-5153-9043,063-261-7804,12,12,3
672,전북,진안군,반월복지재단,진안군장애인종합복지관 부설 진안장애인주간보호센터,전라북도 진안군 진안읍 진무로 1189-1,063-432-8871,063-432-8873,15,14,6
673,전북,장수군,나누는사람들,장수군장애인주간보호센터,전북 장수군 장수읍 노하3길 16,063-353-8286,063-353-8287,18,18,4
674,전북,고창군,(사)한두레장애인자립생활협회,고창군장애인주간보호시설, 전북 고창군 고창읍 전봉준로 108-4,063-923-9920,063-923-9921,15,12,5
675,전북,부안군,한기장복지재단,부안장애인종합복지관장애인주간보호센터,전북 부안군 부안읍 용암로 134,063-580-7602,063-580-7601,15,14,3
676,전남,고흥군,개인,예빛누리장애인주간보호시설,전남 고흥군 남양면 고흥로 3604,061-835-7991,061-835-7992,15,15,4
677,전남,광양시,한국지적발달장애인복지협회 광양시지부,햇빛마을주간보호센터,전남 광양시 금호로 330,061-799-2777,061-799-2778,20,20,6
678,전남,광양시,삼동회,광양주간보호시설,전남 광양시 광양읍 대림오성로117,061-761-4438,061-761-4437,14,13,4
679,전남,구례군,대한예수교장로회순천노회유지재단,구례군장애인주간보호센터,전남 구례군 구례읍 동편제길 30,061-783-7611,061-783-7607,12,10,3
680,전남,나주시,한국장애인부모회,나주시장애인주간보호센터,전남 나주시 늦은맛재길9,061-332-5055,061-332-5056,20,19,5
681,전남,담양군,혜림복지재단,혜림주간보호센터,전남 담양군 금성면 새덕굴길 317,061-380-4580,061-380-4616,16,16,4
682,전남,목포시,대한예수교장로회목포노회서부유지재단,성산그레이스장애인주간보호센터,전남 목포시 번화로 41-7,061-285-9520,061-285-9521,30,20,6
683,전남,목포시,성골롬반복지재단,성골롬반하우스,전남 목포시 백년대로 266번길 13,061-284-2879,061-284-3879,25,15,4
684,전남,목포시,성골롬반복지재단,명도복지관 주간보호센터,전남 목포시 산정로 199번길 25,070-4174-2590,061-279-4880,25,25,5
685,전남,무안군,대송의료재단,무안군장애인주간보호시설,전남 무안군 무안읍 공항로 148-18,061-454-4560,061-452-9838,14,14,4
686,전남,순천시,전남지적발달장애인복지협회,전남지적발달장애인복지협회 순천시지부 주간보호센터,전남 순천시 강남로 27,061-744-0826,061-744-0825,15,12,4
687,전남,순천시,한국YWCA연합회후원회순천YWCA,순천시장애인주간보호센터,전남 순천시 서면 청소년수련원길 2,061-755-4413,061-755-6639,14,14,5
688,전남,순천시,세석밀알,순천밀알주간보호센터,전남 순천시 상사면 오실길183,061-723-9917,061-724-9917,20,22,6
689,전남,신안군,개인,숲누리장애인주간보호센터,전남 신안군 압해읍 수련의금길 46-11,061-271-8277,061-271-8278,20,14,4
690,전남,여수시,사회복지법인베타니아,주간보호시설작은나루 ,전남 여수시 문수7길 26-12,070-4733-5582,061-652-0983,20,18,5
691,전남,여수시,동행,동행주간보호센터,전남 여수시 무선5길 15,061-681-3571,061-682-3573,20,14,7
692,전남,여수시,개인,꿈이룸터,전남 여수시 무선8길 29-1,061-683-3307,061-683-3317,20,19,5
693,전남,여수시,밀알복지재단,다솜누리장애인주간보호센터,전남 여수시 소라면 덕양삼거리길 11-36,061-685-1153,061-685-1157,40,26,6
694,전남,여수시,한국지적발달장애인복지협회 여수시지부,사랑이가득한집,전남 여수시 문수북5길 27-12,061-653-9970,061-653-9930,20,17,6
695,전남,영광군,전남지적발달장애인복지협회 영광군지부,영광장애인주간보호센터,전남 영광군 영광읍 옥당로 50,061-356-0420,061-351-0534,25,25,6
696,전남,영광군,전남지적발달장애인복지협회 영광군지부,하누리장애인주간보호센터,전남 영광군 영광읍 덕호로 82-15,061-352-0804,061-352-0903,30,26,6
697,전남,영암군,우리재가복지,영암군장애인주간보호센터,"전남 영암군 삼호읍 세가래로 88, 4층",061-462-1695,061-462-1675,30,26,6
698,전남,영암군,영암경로복지회,영암참사랑장애인주간보호센터,전남 영암군 신북면 원월평길 8,061-472-9166,061-472-9167,10,8,4
699,전남,장흥군,선인사회복지회,전라남도장애인종합복지관 장흥분관 ,전남 장흥군 장흥읍 흥성로 25,061-864-4105,061-863-4106,12,13,3
700,전남,함평군,무지개재단,무지개장애인주간보호센터,전남 함평군 학교면 학교화산길 16,061-323-7275,061-323-7280,30,18,6
701,전남,해남군,대한불교조계종사회복지재단,해남군장애인종합복지관 주간보호센터,전남 해남군 해남읍 신안길 2-20,061-536-6311,061-536-6332,16,16,3
702,전남,화순군,전남지적발달장애인복지협회 화순군지부,햇살장애인주간보호센터,전남 화순군 화순읍 학포로 2641-33,061-373-8004,061-372-8004,20,20,5
703,전남,화순군,개인,하늘사랑장애인주간보호센터,전남 화순군 화순읍 중앙로 52-7,061-371-3215,061-375-6990,29,26,7
704,경북,경산시,기아대책,경산보금자리장애인주간보호센터,"경북 경산시 경안로 42길 9, 3층",053-812-2328,053-812-2327,15,15,4
705,경북,경산시,기아대책,경산시뇌병변장애인주간보호센터,"경북 경산시 압량읍 압독2로 11, 4층",053-802-2046,053-802-2047,15,8,5
706,경북,경산시,경상북도장애인부모회,경산시중증장애인자립지원센터,"경북 경산시 진량읍 선화로 11, 4층",053-814-7745,053-8147741,20,15,4
707,경북,경산시,한국지적발달장애인복지협회,햇님주간보호센터,경북 경산시 강변동로 264 2층 ,053-811-9166,053-811-9165,15,15,5
708,경북,경산시,희망복지사회적협동조합,경산장애인주간보호센터,"경북 경산시 압량읍 압독2로11, 2층 201호",053-811-7976,053-811-7978,12,10,4
709,경북,경주시,예티쉼터,경주시중증장애인자립지원센터,경북 경주시 양정로 314,054-744-1114,054-777-5660,20,17,4
710,경북,경주시,예티쉼터,예티주간보호센터,경북 경주시 소금강로 57번길 10,054-620-7978,054-749-9555,12,12,4
711,경북,경주시,대한불교조계종불국사 복지재단,경주시장애인복지관 주간보호센터,경북 경주시 유림로5번길 99-4,054-772-7751,054-776-7754,12,12,3
712,경북,경주시,예티쉼터,주사랑주간보호센터,경북 경주시 강동명 오금큰길 484-8,054-762-7973,054-763-7972,12,12,4
713,경북,구미시,경북장애인부모회구미시지부,구미중증장애인자립지원센터,경북 구미시 금오산로5길 10-4,054-443-1114,054-443-1115,20,17,5
714,경북,구미시,수효복지재단,사곡주간보호센터,"경북 구미시 상사동로 165, 1층",054-464-4882,054-461-4882,16,16,4
715,경북,구미시,대구가톨릭사회복지회,강동주간보호센터,"경북 구미시 검성로 115-1, 2층",054-600-5070,054-472-5071,15,15,5
716,경북,구미시,한국지적발달장애인복지협회구미시지부,참사랑주간보호센터,경북 구미시 형곡로3길 12-4,054-452-6862,054-453-6862,16,15,4
717,경북,구미시,한기장복지재단,선산주간보호센터,경북 구미시 선산읍 단계동길 126,054-481-1109,054-481-1105,16,13,4
718,경북,구미시,수효복지재단,장천주간보호센터,경북 구미시 장천면 강동로 218-9,054-473-4885,054-473-4886,16,16,4
719,경북,구미시,경상북도장애인부모회구미시지부,다봉주간보호센터,경북 구미시 봉곡북로 13길 30,054-462-0611,070-7039-6577,28,26,7
720,경북,구미시,경북뇌병변구미시지회,형곡뇌병변주간보호센터,경북 구미시 형곡동로24,054-441-9300,054-441-9308,12,12,3
721,경북,구미시,한국교통장애인협회,장애인복지관주간보호센터,경북 구미시 공원로 340,054-457-3172,054-457-3177,12,12,3
722,경북,김천시,한국지체장애인협회,김천시장애인주간보호센터,경북 김천시 환경로 136-6,054-434-2400,054-439-9295,15,15,4
723,경북,김천시,직지사복지재단,김천시중증장애인자립지원센터,경북 김천시 어모면 어모로 544-4,054-437-2241,054-437-2243,23,23,5
724,경북,김천시,성요셉복지재단,성요셉장애인주간보호센타,경북 김천시 남면 갈항길 320,054-435-4176,054-435-4175,15,13,4
725,경북,문경시,한국지체장애인협회,문경시장애인주간보호센터,경북 문경시 시청 2길 34,054-556-0042,054-556-0043,16,16,4
726,경북,문경시,한국지체장애인협회,문경시중증장애인자립지원센터,경북 문경시 시청2길 34,054-556-0072,054556-0073,20,19,4
727,경북,봉화군,별솔사회적협동조합,별솔주간보호센터,경북 봉화군 봉성면 구절로 189,054-672-1890,054-672-1891,10,5,3
728,경북,상주시,천주교안동교구사회복지회,상주시장애인주간보호센터,경북 상주시 만산 8길 11,070-4740-7989,054-536-3980,13,10,3
729,경북,상주시,꿈마을,상주시중증장애인자립지원센터,경북 상주시 왕산로 42-19,054-531-9511,054-534-9512,20,20,5
730,경북,상주시,더세종복지재단,세종장애인주간보호센터,경북 상주시 함창읍 상갈길45-29,054-533-6589,054-533-6589,10,10,4
731,경북,안동시,애명,참사랑장애인주간보호시설,경북 안동시 북후면 광평2길 106-25,054-859-9730,054-858-7287,10,10,4
732,경북,안동시,한국장애인재활협회 경북협회,파랑새장애인주간보호센터,경북 안동시 옥명길89(태화동),054-841-9103,054-841-9113,12,11,4
733,경북,안동시,한국지적발달장애인복지협회,사랑밭주간보호센터,경북 안동시 제비원로 329(안기동),054-857-2112,054-853-7624,15,15,4
734,경북,안동시,한국장애인부모회 안동시지부,안동시중증발달장애인주간보호센터,"경북 안동시 복주5길 33, 202호(옥동)",054-853-5116,054-853-5120,12,6,4
735,경북,안동시,경상북도장애인부모회안동시지부,안동시중증장애인자립지원센터,경북 안동시 단원로 214-3(화성동),054-853-1176,054-853-1196,20,20,5
736,경북,영주시,대한불교조계종사회복지재단,영주시장애인종합복지관 부설 주간보호센터,경북 영주시 원당로52번길 25,054-633-6415,054-633-6419,10,10,4
